	BIOCHEMICAL	SUPER_PATHWAY	SUB_PATHWAY	PLATFORM	CHEMICAL_ID	RI	MASS	CAS	PUBCHEM	KEGG	                                      Group HMDB
917	PE(P-18:0/18:0)	Phosphatidylethanolamine	PE Plasmalogen	DMS-MS	100009670	.	.		.		
918	PE(P-18:0/18:1)	Phosphatidylethanolamine	PE Plasmalogen	DMS-MS	100009486	.	.		.		
919	PE(P-18:0/18:2)	Phosphatidylethanolamine	PE Plasmalogen	DMS-MS	100010525	.	.		.		
920	PE(P-18:0/18:3)	Phosphatidylethanolamine	PE Plasmalogen	DMS-MS	100009671	.	.		.		
921	PE(P-18:0/20:1)	Phosphatidylethanolamine	PE Plasmalogen	DMS-MS	100009487	.	.		.		
922	PE(P-18:0/20:2)	Phosphatidylethanolamine	PE Plasmalogen	DMS-MS	100009488	.	.		.		
923	PE(P-18:0/20:3)	Phosphatidylethanolamine	PE Plasmalogen	DMS-MS	100010712	.	.		.		
924	PE(P-18:0/20:4)	Phosphatidylethanolamine	PE Plasmalogen	DMS-MS	100009672	.	.		.		
925	PE(P-18:0/20:5)	Phosphatidylethanolamine	PE Plasmalogen	DMS-MS	100010356	.	.		.		
926	PE(P-18:0/22:4)	Phosphatidylethanolamine	PE Plasmalogen	DMS-MS	100009828	.	.		.		
927	PE(P-18:0/22:5)	Phosphatidylethanolamine	PE Plasmalogen	DMS-MS	100009829	.	.		.		
928	PE(P-18:0/22:6)	Phosphatidylethanolamine	PE Plasmalogen	DMS-MS	100010357	.	.		.		
929	PE(P-18:1/16:0)	Phosphatidylethanolamine	PE Plasmalogen	DMS-MS	100010713	.	.		.		
930	PE(P-18:1/16:1)	Phosphatidylethanolamine	PE Plasmalogen	DMS-MS	100009489	.	.		.		
931	PE(P-18:1/18:0)	Phosphatidylethanolamine	PE Plasmalogen	DMS-MS	100010714	.	.		.		
932	PE(P-18:1/18:1)	Phosphatidylethanolamine	PE Plasmalogen	DMS-MS	100010358	.	.		.		
933	PE(P-18:1/18:2)	Phosphatidylethanolamine	PE Plasmalogen	DMS-MS	100010359	.	.		.		
934	PE(P-18:1/18:3)	Phosphatidylethanolamine	PE Plasmalogen	DMS-MS	100010527	.	.		.		
935	PE(P-18:1/20:1)	Phosphatidylethanolamine	PE Plasmalogen	DMS-MS	100010360	.	.		.		
936	PE(P-18:1/20:2)	Phosphatidylethanolamine	PE Plasmalogen	DMS-MS	100009490	.	.		.		
937	PE(P-18:1/20:3)	Phosphatidylethanolamine	PE Plasmalogen	DMS-MS	100009830	.	.		.		
938	PE(P-18:1/20:4)	Phosphatidylethanolamine	PE Plasmalogen	DMS-MS	100010007	.	.		.		
939	PE(P-18:1/20:5)	Phosphatidylethanolamine	PE Plasmalogen	DMS-MS	100010528	.	.		.		
940	PE(P-18:1/22:4)	Phosphatidylethanolamine	PE Plasmalogen	DMS-MS	100010715	.	.		.		
941	PE(P-18:1/22:5)	Phosphatidylethanolamine	PE Plasmalogen	DMS-MS	100009491	.	.		.		
942	PE(P-18:1/22:6)	Phosphatidylethanolamine	PE Plasmalogen	DMS-MS	100010170	.	.		.		
943	PE(P-18:2/18:2)	Phosphatidylethanolamine	PE Plasmalogen	DMS-MS	100010362	.	.		.		
944	PE(P-18:2/20:4)	Phosphatidylethanolamine	PE Plasmalogen	DMS-MS	100010363	.	.		.		
945	PE(P-18:2/22:6)	Phosphatidylethanolamine	PE Plasmalogen	DMS-MS	100010171	.	.		.		
946	perfluorooctanesulfonic acid (PFOS)	Xenobiotics	Chemical	LC/MS Neg	100010955	5233	498.9302	1763-23-1	74483	C18142	HMDB59586
947	perfluorooctanoate (PFOA)*	Xenobiotics	Chemical	LC/MS Neg	100020208	5130	412.9664		9554		HMDB59587
948	phenol sulfate	Amino Acid	Tyrosine Metabolism	LC/MS Neg	100001510	2156	172.9914	937-34-8	74426	C02180	HMDB60015
949	phenylacetate	Amino Acid	Phenylalanine Metabolism	LC/MS Neg	100000011	2150	91.0554	103-82-2	999	C07086	HMDB00209
950	phenylacetylcarnitine	Peptide	Acetylated Peptides	LC/MS Pos Early	100006108	3092	280.1543	287108-21-8	101724840		
951	phenylacetylglutamine	Peptide	Acetylated Peptides	LC/MS Pos Early	100001417	2145	265.1183	28047-15-6	92258	C04148	HMDB06344
952	phenylalanine	Amino Acid	Phenylalanine Metabolism	LC/MS Pos Early	460	2878	166.0863	63-91-2	6140	C00079	HMDB00159
953	phenylalanyltryptophan	Peptide	Dipeptide	LC/MS Neg	100003594	4165	350.151	24587-41-5	134906		HMDB29006
954	phenyllactate (PLA)	Amino Acid	Phenylalanine Metabolism	LC/MS Neg	100000774	2208	165.0557	828-01-3	3848	C05607	HMDB00779
955	phenylpyruvate	Amino Acid	Phenylalanine Metabolism	LC/MS Neg	241	2515	163.0401	156-06-9	997	C00166	HMDB00205
956	phosphate	Energy	Oxidative Phosphorylation	LC/MS Pos Early	461	576	98.9842	7664-38-2	1061	C00009	HMDB01429
957	choline phosphate	Lipid	Phospholipid Metabolism	LC/MS Pos Early	267	700	184.0733	72556-74-2	1014	C00588	HMDB01565
958	phosphoethanolamine	Lipid	Phospholipid Metabolism	LC/MS Pos Early	1026	700	142.0264	1071-23-4	1015	C00346	HMDB00224
959	phytanate	Xenobiotics	Food Component/Plant	LC/MS Neg	466	5908	311.2956	14721-66-5	26840	C01607	HMDB00801
960	PI(16:0/16:0)	Phosphatidylinositol	PI Ester	DMS-MS	100010716	.	.		.		
961	PI(16:0/16:1)	Phosphatidylinositol	PI Ester	DMS-MS	100010529	.	.		.		
962	PI(16:0/18:1)	Phosphatidylinositol	PI Ester	DMS-MS	100009492	.	.		.		
963	PI(16:0/18:2)	Phosphatidylinositol	PI Ester	DMS-MS	100010530	.	.		.		
964	PI(16:0/18:3)	Phosphatidylinositol	PI Ester	DMS-MS	100010364	.	.		.		
965	PI(16:0/20:3)	Phosphatidylinositol	PI Ester	DMS-MS	100010008	.	.		.		
966	PI(16:0/20:4)	Phosphatidylinositol	PI Ester	DMS-MS	100010009	.	.		.		
967	PI(16:0/22:4)	Phosphatidylinositol	PI Ester	DMS-MS	100010531	.	.		.		
968	PI(16:0/22:5)	Phosphatidylinositol	PI Ester	DMS-MS	100009675	.	.		.		
969	PI(16:0/22:6)	Phosphatidylinositol	PI Ester	DMS-MS	100010365	.	.		.		
970	PI(18:0/16:0)	Phosphatidylinositol	PI Ester	DMS-MS	100009493	.	.		.		
971	PI(18:0/16:1)	Phosphatidylinositol	PI Ester	DMS-MS	100010717	.	.		.		
972	PI(18:0/18:1)	Phosphatidylinositol	PI Ester	DMS-MS	100009832	.	.		.		
973	PI(18:0/18:2)	Phosphatidylinositol	PI Ester	DMS-MS	100010366	.	.		.		
974	PI(18:0/18:3)	Phosphatidylinositol	PI Ester	DMS-MS	100010172	.	.		.		
975	PI(18:0/20:2)	Phosphatidylinositol	PI Ester	DMS-MS	100009676	.	.		.		
976	PI(18:0/20:3)	Phosphatidylinositol	PI Ester	DMS-MS	100010173	.	.		.		
977	PI(18:0/20:4)	Phosphatidylinositol	PI Ester	DMS-MS	100010174	.	.		.		
978	PI(18:0/20:5)	Phosphatidylinositol	PI Ester	DMS-MS	100009677	.	.		.		
979	PI(18:0/22:4)	Phosphatidylinositol	PI Ester	DMS-MS	100009833	.	.		.		
980	PI(18:0/22:5)	Phosphatidylinositol	PI Ester	DMS-MS	100010532	.	.		.		
981	PI(18:0/22:6)	Phosphatidylinositol	PI Ester	DMS-MS	100010367	.	.		.		
982	PI(18:1/16:1)	Phosphatidylinositol	PI Ester	DMS-MS	100010368	.	.		.		
983	PI(18:1/18:1)	Phosphatidylinositol	PI Ester	DMS-MS	100009494	.	.		.		
984	PI(18:1/18:2)	Phosphatidylinositol	PI Ester	DMS-MS	100009678	.	.		.		
985	PI(18:1/20:3)	Phosphatidylinositol	PI Ester	DMS-MS	100010175	.	.		.		
986	PI(18:1/20:4)	Phosphatidylinositol	PI Ester	DMS-MS	100010369	.	.		.		
987	PI(18:2/18:2)	Phosphatidylinositol	PI Ester	DMS-MS	100009834	.	.		.		
988	picolinate	Amino Acid	Tryptophan Metabolism	LC/MS Pos Early	1022	910	124.0393	98-98-6	1018	C10164	HMDB02243
989	pipecolate	Amino Acid	Lysine Metabolism	LC/MS Pos Early	1025	2200	130.0863	4043-87-2	849	C00408	HMDB00070
990	piperine	Xenobiotics	Food Component/Plant	LC/MS Pos Late	100001267	1168	286.1438	94-62-2	638024	C03882	HMDB29377
991	pivaloylcarnitine (C5)	Xenobiotics	Drug - Topical Agents	LC/MS Pos Early	100001589	3005	246.17	98299-38-8	126894		HMDB41993
992	pregnenediol disulfate (C21H34O8S2)*	Lipid	Pregnenolone Steroids	LC/MS Neg	100001993	3868	238.0775		.		
993	pregnenediol sulfate (C21H34O5S)*	Lipid	Pregnenolone Steroids	LC/MS Neg	100002067	5000	397.2054	1247-64-9	.		
994	pregnenolone sulfate	Lipid	Pregnenolone Steroids	LC/MS Neg	100002129	5100	395.1898	1247-64-9	105074		HMDB00774
995	proline	Amino Acid	Urea cycle; Arginine and Proline Metabolism	LC/MS Pos Early	480	1603	116.0706	147-85-3	145742	C00148	HMDB00162
996	prolylglycine	Peptide	Dipeptide	LC/MS Pos Early	100003674	2136	173.0921	2578-57-6	6426709		HMDB11178
997	pro-hydroxy-pro	Amino Acid	Urea cycle; Arginine and Proline Metabolism	LC/MS Pos Early	100001167	2128	229.1183	18684-24-7	11673055		HMDB06695
998	prolylserine	Peptide	Dipeptide	LC/MS Pos Early	100003679	2036	203.1026	71835-80-8	7408258		HMDB29026
999	propionylcarnitine (C3)	Lipid	Fatty Acid Metabolism (also BCAA Metabolism)	LC/MS Pos Early	100001162	2590	218.1387	17298-37-2	107738	C03017	HMDB00824
1000	propionylglycine	Lipid	Fatty Acid Metabolism (also BCAA Metabolism)	LC/MS Neg	100001150	960	130.051	21709-90-0	98681		HMDB00783
1001	propyl 4-hydroxybenzoate sulfate	Xenobiotics	Benzoate Metabolism	LC/MS Neg	100006264	3971	259.0282	162338-10-5	.		
1002	pseudouridine	Nucleotide	Pyrimidine Metabolism, Uracil containing	LC/MS Neg	821	1100	243.0623	1445-07-4	15047	C02067	HMDB00767
1003	pyridoxal	Cofactors and Vitamins	Vitamin B6 Metabolism	LC/MS Pos Early	491	2343	168.0655	65-22-5	1050	C00250	HMDB01545
1004	pyridoxate	Cofactors and Vitamins	Vitamin B6 Metabolism	LC/MS Neg	100001121	2185	182.0459	82-82-6	6723	C00847	HMDB00017
1005	pyroglutamine*	Amino Acid	Glutamate Metabolism	LC/MS Pos Early	100001540	1900	129.0659	2353-44-8	134508		
1006	pyroglutamylglutamine	Peptide	Modified Peptides	LC/MS Neg	100000966	855	256.0939	109481-23-4	14889607		HMDB39229
1007	pyrraline	Xenobiotics	Food Component/Plant	LC/MS Pos Early	100001767	2750	255.1339	74509-14-1	122228		HMDB33143
1008	pyruvate	Carbohydrate	Glycolysis, Gluconeogenesis, and Pyruvate Metabolism	LC/MS Polar	823	1083	87.0088	127-17-3	1060	C00022	HMDB00243
1009	quinate	Xenobiotics	Food Component/Plant	LC/MS Polar	100000442	2432.9	191.0561	77-95-2	6508	C00296	HMDB03072
1010	quinolinate	Cofactors and Vitamins	Nicotinate and Nicotinamide Metabolism	LC/MS Pos Early	182	845	168.0291	89-00-9	1066	C03722	HMDB00232
1011	ranitidine	Xenobiotics	Drug - Gastrointestinal	LC/MS Pos Early	100002735	2910	315.1485	66357-59-3	3001055	D00422	HMDB01930
1012	retinol (Vitamin A)	Cofactors and Vitamins	Vitamin A Metabolism	LC/MS Pos Late	498	1636	269.2264	68-26-8	445354	C00473	HMDB00305
1013	ribitol	Carbohydrate	Pentose Metabolism	LC/MS Polar	100000406	1789.6	151.0612	488-81-3	6912	C00474	HMDB00508
1014	ribonate	Carbohydrate	Pentose Metabolism	LC/MS Polar	100001007	2425	165.0405	5336-08-03 00:00:00	5460677	C01685	HMDB00867
1015	ribulonate/xylulonate*	Carbohydrate	Pentose Metabolism	LC/MS Polar	100019968	2350	165.0405		.		
1016	S-1-pyrroline-5-carboxylate	Amino Acid	Glutamate Metabolism	LC/MS Pos Early	35	1528	114.055	2906-39-0	1196	C04322	HMDB01301
1017	saccharin	Xenobiotics	Food Component/Plant	LC/MS Neg	100000870	2000	181.9917	81-07-2	5143	D01085	HMDB29723
1018	S-adenosylhomocysteine (SAH)	Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism	LC/MS Neg	197	1832.4	383.1143	979-92-0	439155	C00021	HMDB00939
1019	salicylate	Xenobiotics	Drug - Topical Agents	LC/MS Polar	501	802	137.0242	69-72-7	338	C00805	HMDB01895
1020	salicyluric glucuronide*	Xenobiotics	Drug - Analgesics, Anesthetics	LC/MS Neg	100001332	1463	370.078		.		
1021	S-allylcysteine	Xenobiotics	Food Component/Plant	LC/MS Pos Early	100004509	2690	162.0583	21593-77-1	98280		HMDB34323
1022	sarcosine	Amino Acid	Glycine, Serine and Threonine Metabolism	LC/MS Pos Early	1023	1280	90.055	107-97-1	1088	C00213	HMDB00271
1023	sebacate (C10-DC)	Lipid	Fatty Acid, Dicarboxylate	LC/MS Neg	100001211	1788	201.1132	111-20-6	5192	C08277	HMDB00792
1024	serine	Amino Acid	Glycine, Serine and Threonine Metabolism	LC/MS Pos Early	503	1239	106.0499	56-45-1	5951	C00065	HMDB00187
1025	serotonin	Amino Acid	Tryptophan Metabolism	LC/MS Pos Early	504	2550	177.1022	153-98-0	5202	C00780	HMDB00259
1026	SM(14:0)	Sphingolipids	Sphingomyelin	DMS-MS	100010370	.	.		.		
1027	SM(16:0)	Sphingolipids	Sphingomyelin	DMS-MS	100010533	.	.		.		
1028	SM(18:0)	Sphingolipids	Sphingomyelin	DMS-MS	100010534	.	.		.		
1029	SM(18:1)	Sphingolipids	Sphingomyelin	DMS-MS	100010010	.	.		.		
1030	SM(20:0)	Sphingolipids	Sphingomyelin	DMS-MS	100009835	.	.		.		
1031	SM(20:1)	Sphingolipids	Sphingomyelin	DMS-MS	100009679	.	.		.		
1032	SM(22:0)	Sphingolipids	Sphingomyelin	DMS-MS	100009495	.	.		.		
1033	SM(22:1)	Sphingolipids	Sphingomyelin	DMS-MS	100010718	.	.		.		
1034	SM(24:0)	Sphingolipids	Sphingomyelin	DMS-MS	100010011	.	.		.		
1035	SM(24:1)	Sphingolipids	Sphingomyelin	DMS-MS	100010176	.	.		.		
1036	SM(26:0)	Sphingolipids	Sphingomyelin	DMS-MS	100010535	.	.		.		
1037	SM(26:1)	Sphingolipids	Sphingomyelin	DMS-MS	100009496	.	.		.		
1038	S-methylcysteine	Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism	LC/MS Neg	100002749	880	134.0281	1187-84-4	24417		HMDB02108
1039	S-methylcysteine sulfoxide	Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism	LC/MS Pos Early	100002927	900	152.0376	6853-87-8	82142		HMDB29432
1040	S-methylmethionine	Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism	LC/MS Pos Early	100002183	2555	164.074	3493-12-07 00:00:00	458	C05319	HMDB38670
1041	solanidine	Xenobiotics	Food Component/Plant	LC/MS Pos Late	100002773	1010	398.3418	80-78-4	65727	C06543	HMDB03236
1042	spermidine	Amino Acid	Polyamine Metabolism	LC/MS Pos Early	50	3355	146.1652	124-20-9	1102	C00315	HMDB01257
1043	sphingadienine	Lipid	Sphingolipid Metabolism	LC/MS Pos Late	100015643	1350	298.2741	25696-03-1	6449795		
1044	sphinganine	Lipid	Sphingolipid Metabolism	LC/MS Pos Late	313	1413	302.3054	3102-56-5	3126	C00836	HMDB00269
1045	sphinganine-1-phosphate	Lipid	Sphingolipid Metabolism	LC/MS Pos Late	100001876	1431	382.2717	19794-97-9	520		HMDB01383
1046	sphingosine	Lipid	Sphingolipid Metabolism	LC/MS Pos Late	297	1393	300.2897	123-78-4	5353955	C00319	HMDB00252
1047	sphingosine 1-phosphate	Lipid	Sphingolipid Metabolism	LC/MS Pos Late	100000626	1375	380.256	26993-30-6	5283560	C06124	HMDB00277
1048	stachydrine	Xenobiotics	Food Component/Plant	LC/MS Pos Early	100001296	1440	144.1019	4136-37-2	115244	C10172	HMDB04827
1049	stearoylcarnitine (C18)	Lipid	Fatty Acid Metabolism(Acyl Carnitine)	LC/MS Pos Late	100001391	1485	428.3734	18822-91-8	6426855		HMDB00848
1050	suberate (C8-DC)	Lipid	Fatty Acid, Dicarboxylate	LC/MS Neg	100000016	804.3	173.0819	505-48-6	10457	C08278	HMDB00893
1051	suberoylcarnitine (C8-DC)	Lipid	Fatty Acid Metabolism(Acyl Carnitine)	LC/MS Pos Early	100006627	2964	318.1911		.		
1052	succinate	Energy	TCA Cycle	LC/MS Neg	252	603	117.0193	110-15-6	1110	C00042	HMDB00254
1053	succinylcarnitine (C4-DC)	Energy	TCA Cycle	LC/MS Pos Early	100001948	2291	262.1285	256928-74-2	71464481		HMDB61717
1054	sucrose	Carbohydrate	Disaccharides and Oligosaccharides	LC/MS Neg	935	865	341.1089	57-50-1	5988	C00089	HMDB00258
1055	sulfate of piperine metabolite C16H19NO3 (2)*	Xenobiotics	Food Component/Plant	LC/MS Neg	100020496	4112	352.086		.		
1056	sulfate of piperine metabolite C16H19NO3 (3)*	Xenobiotics	Food Component/Plant	LC/MS Neg	100020497	4200	352.086		.		
1057	sulfate*	Xenobiotics	Chemical	LC/MS Neg	100002528	616	96.9601	14808-79-8	1118	C00059	HMDB01448
1058	TAG36:0-FA12:0	Triacylglycerol	TAG Ester	DMS-MS	100010536	.	.		.		
1059	TAG38:0-FA12:0	Triacylglycerol	TAG Ester	DMS-MS	100009680	.	.		.		
1060	TAG40:0-FA12:0	Triacylglycerol	TAG Ester	DMS-MS	100009836	.	.		.		
1061	TAG40:0-FA14:0	Triacylglycerol	TAG Ester	DMS-MS	100009497	.	.		.		
1062	TAG40:0-FA16:0	Triacylglycerol	TAG Ester	DMS-MS	100009837	.	.		.		
1063	TAG42:0-FA12:0	Triacylglycerol	TAG Ester	DMS-MS	100009681	.	.		.		
1064	TAG42:0-FA14:0	Triacylglycerol	TAG Ester	DMS-MS	100010177	.	.		.		
1065	TAG42:0-FA16:0	Triacylglycerol	TAG Ester	DMS-MS	100009838	.	.		.		
1066	TAG42:1-FA12:0	Triacylglycerol	TAG Ester	DMS-MS	100010178	.	.		.		
1067	TAG42:1-FA14:0	Triacylglycerol	TAG Ester	DMS-MS	100009498	.	.		.		
1068	TAG42:1-FA16:0	Triacylglycerol	TAG Ester	DMS-MS	100009499	.	.		.		
1069	TAG42:1-FA16:1	Triacylglycerol	TAG Ester	DMS-MS	100009839	.	.		.		
1070	TAG42:1-FA18:1	Triacylglycerol	TAG Ester	DMS-MS	100010371	.	.		.		
1071	TAG42:2-FA12:0	Triacylglycerol	TAG Ester	DMS-MS	100009840	.	.		.		
1072	TAG42:2-FA18:2	Triacylglycerol	TAG Ester	DMS-MS	100009500	.	.		.		
1073	TAG44:0-FA12:0	Triacylglycerol	TAG Ester	DMS-MS	100009841	.	.		.		
1074	TAG44:0-FA14:0	Triacylglycerol	TAG Ester	DMS-MS	100010537	.	.		.		
1075	TAG44:0-FA16:0	Triacylglycerol	TAG Ester	DMS-MS	100010179	.	.		.		
1076	TAG44:0-FA18:0	Triacylglycerol	TAG Ester	DMS-MS	100009682	.	.		.		
1077	TAG44:1-FA12:0	Triacylglycerol	TAG Ester	DMS-MS	100010538	.	.		.		
1078	TAG44:1-FA14:0	Triacylglycerol	TAG Ester	DMS-MS	100009842	.	.		.		
1079	TAG44:1-FA14:1	Triacylglycerol	TAG Ester	DMS-MS	100010180	.	.		.		
1080	TAG44:1-FA16:0	Triacylglycerol	TAG Ester	DMS-MS	100010012	.	.		.		
1081	TAG44:1-FA16:1	Triacylglycerol	TAG Ester	DMS-MS	100010719	.	.		.		
1082	TAG44:1-FA18:1	Triacylglycerol	TAG Ester	DMS-MS	100009843	.	.		.		
1083	TAG44:2-FA12:0	Triacylglycerol	TAG Ester	DMS-MS	100009683	.	.		.		
1084	TAG44:2-FA14:0	Triacylglycerol	TAG Ester	DMS-MS	100010372	.	.		.		
1085	TAG44:2-FA16:0	Triacylglycerol	TAG Ester	DMS-MS	100009501	.	.		.		
1086	TAG44:2-FA16:1	Triacylglycerol	TAG Ester	DMS-MS	100010181	.	.		.		
1087	TAG44:2-FA18:1	Triacylglycerol	TAG Ester	DMS-MS	100010373	.	.		.		
1088	TAG44:2-FA18:2	Triacylglycerol	TAG Ester	DMS-MS	100010374	.	.		.		
1089	TAG44:3-FA18:2	Triacylglycerol	TAG Ester	DMS-MS	100010539	.	.		.		
1090	TAG45:0-FA14:0	Triacylglycerol	TAG Ester	DMS-MS	100010540	.	.		.		
1091	TAG45:0-FA15:0	Triacylglycerol	TAG Ester	DMS-MS	100010013	.	.		.		
1092	TAG45:0-FA16:0	Triacylglycerol	TAG Ester	DMS-MS	100010720	.	.		.		
1093	TAG45:1-FA15:0	Triacylglycerol	TAG Ester	DMS-MS	100009684	.	.		.		
1094	TAG45:1-FA16:0	Triacylglycerol	TAG Ester	DMS-MS	100010721	.	.		.		
1095	TAG45:1-FA18:1	Triacylglycerol	TAG Ester	DMS-MS	100009685	.	.		.		
1096	TAG46:0-FA12:0	Triacylglycerol	TAG Ester	DMS-MS	100009686	.	.		.		
1097	TAG46:0-FA14:0	Triacylglycerol	TAG Ester	DMS-MS	100010541	.	.		.		
1098	TAG46:0-FA16:0	Triacylglycerol	TAG Ester	DMS-MS	100009502	.	.		.		
1099	TAG46:0-FA18:0	Triacylglycerol	TAG Ester	DMS-MS	100009687	.	.		.		
1100	TAG46:1-FA12:0	Triacylglycerol	TAG Ester	DMS-MS	100010014	.	.		.		
1101	TAG46:1-FA14:0	Triacylglycerol	TAG Ester	DMS-MS	100009844	.	.		.		
1102	TAG46:1-FA14:1	Triacylglycerol	TAG Ester	DMS-MS	100010375	.	.		.		
1103	TAG46:1-FA16:0	Triacylglycerol	TAG Ester	DMS-MS	100009503	.	.		.		
1104	TAG46:1-FA16:1	Triacylglycerol	TAG Ester	DMS-MS	100009688	.	.		.		
1105	TAG46:1-FA18:0	Triacylglycerol	TAG Ester	DMS-MS	100010182	.	.		.		
1106	TAG46:1-FA18:1	Triacylglycerol	TAG Ester	DMS-MS	100010542	.	.		.		
1107	TAG46:2-FA12:0	Triacylglycerol	TAG Ester	DMS-MS	100010183	.	.		.		
1108	TAG46:2-FA14:0	Triacylglycerol	TAG Ester	DMS-MS	100010184	.	.		.		
1109	TAG46:2-FA14:1	Triacylglycerol	TAG Ester	DMS-MS	100010722	.	.		.		
1110	TAG46:2-FA16:0	Triacylglycerol	TAG Ester	DMS-MS	100009504	.	.		.		
1111	TAG46:2-FA16:1	Triacylglycerol	TAG Ester	DMS-MS	100010015	.	.		.		
1112	TAG46:2-FA18:1	Triacylglycerol	TAG Ester	DMS-MS	100010185	.	.		.		
1113	TAG46:2-FA18:2	Triacylglycerol	TAG Ester	DMS-MS	100010016	.	.		.		
1114	TAG46:3-FA12:0	Triacylglycerol	TAG Ester	DMS-MS	100010186	.	.		.		
1115	TAG46:3-FA14:0	Triacylglycerol	TAG Ester	DMS-MS	100010543	.	.		.		
1116	TAG46:3-FA14:1	Triacylglycerol	TAG Ester	DMS-MS	100009505	.	.		.		
1117	TAG46:3-FA16:0	Triacylglycerol	TAG Ester	DMS-MS	100010544	.	.		.		
1118	TAG46:3-FA16:1	Triacylglycerol	TAG Ester	DMS-MS	100010545	.	.		.		
1119	TAG46:3-FA18:1	Triacylglycerol	TAG Ester	DMS-MS	100010723	.	.		.		
1120	TAG46:3-FA18:2	Triacylglycerol	TAG Ester	DMS-MS	100010724	.	.		.		
1121	TAG46:3-FA18:3	Triacylglycerol	TAG Ester	DMS-MS	100010187	.	.		.		
1122	TAG46:4-FA18:2	Triacylglycerol	TAG Ester	DMS-MS	100010017	.	.		.		
1123	TAG47:0-FA14:0	Triacylglycerol	TAG Ester	DMS-MS	100010376	.	.		.		
1124	TAG47:0-FA15:0	Triacylglycerol	TAG Ester	DMS-MS	100010377	.	.		.		
1125	TAG47:0-FA16:0	Triacylglycerol	TAG Ester	DMS-MS	100009845	.	.		.		
1126	TAG47:0-FA17:0	Triacylglycerol	TAG Ester	DMS-MS	100010018	.	.		.		
1127	TAG47:1-FA14:0	Triacylglycerol	TAG Ester	DMS-MS	100010019	.	.		.		
1128	TAG47:1-FA15:0	Triacylglycerol	TAG Ester	DMS-MS	100009506	.	.		.		
1129	TAG47:1-FA16:0	Triacylglycerol	TAG Ester	DMS-MS	100010546	.	.		.		
1130	TAG47:1-FA16:1	Triacylglycerol	TAG Ester	DMS-MS	100010725	.	.		.		
1131	TAG47:1-FA17:0	Triacylglycerol	TAG Ester	DMS-MS	100010020	.	.		.		
1132	TAG47:1-FA18:1	Triacylglycerol	TAG Ester	DMS-MS	100010726	.	.		.		
1133	TAG47:2-FA14:0	Triacylglycerol	TAG Ester	DMS-MS	100009689	.	.		.		
1134	TAG47:2-FA15:0	Triacylglycerol	TAG Ester	DMS-MS	100010378	.	.		.		
1135	TAG47:2-FA16:1	Triacylglycerol	TAG Ester	DMS-MS	100010727	.	.		.		
1136	TAG47:2-FA18:1	Triacylglycerol	TAG Ester	DMS-MS	100009846	.	.		.		
1137	TAG47:2-FA18:2	Triacylglycerol	TAG Ester	DMS-MS	100010728	.	.		.		
1138	TAG48:0-FA14:0	Triacylglycerol	TAG Ester	DMS-MS	100010547	.	.		.		
1139	TAG48:0-FA16:0	Triacylglycerol	TAG Ester	DMS-MS	100010729	.	.		.		
1140	TAG48:0-FA18:0	Triacylglycerol	TAG Ester	DMS-MS	100010548	.	.		.		
1141	TAG48:1-FA12:0	Triacylglycerol	TAG Ester	DMS-MS	100009690	.	.		.		
1142	TAG48:1-FA14:0	Triacylglycerol	TAG Ester	DMS-MS	100010188	.	.		.		
1143	TAG48:1-FA14:1	Triacylglycerol	TAG Ester	DMS-MS	100010379	.	.		.		
1144	TAG48:1-FA16:0	Triacylglycerol	TAG Ester	DMS-MS	100009507	.	.		.		
1145	TAG48:1-FA16:1	Triacylglycerol	TAG Ester	DMS-MS	100009691	.	.		.		
1146	TAG48:1-FA18:0	Triacylglycerol	TAG Ester	DMS-MS	100009847	.	.		.		
1147	TAG48:1-FA18:1	Triacylglycerol	TAG Ester	DMS-MS	100010549	.	.		.		
1148	TAG48:2-FA12:0	Triacylglycerol	TAG Ester	DMS-MS	100010730	.	.		.		
1149	TAG48:2-FA14:0	Triacylglycerol	TAG Ester	DMS-MS	100010731	.	.		.		
1150	TAG48:2-FA14:1	Triacylglycerol	TAG Ester	DMS-MS	100009848	.	.		.		
1151	TAG48:2-FA16:0	Triacylglycerol	TAG Ester	DMS-MS	100009508	.	.		.		
1152	TAG48:2-FA16:1	Triacylglycerol	TAG Ester	DMS-MS	100010550	.	.		.		
1153	TAG48:2-FA18:0	Triacylglycerol	TAG Ester	DMS-MS	100009849	.	.		.		
1154	TAG48:2-FA18:1	Triacylglycerol	TAG Ester	DMS-MS	100010732	.	.		.		
1155	TAG48:2-FA18:2	Triacylglycerol	TAG Ester	DMS-MS	100010189	.	.		.		
1156	TAG48:3-FA12:0	Triacylglycerol	TAG Ester	DMS-MS	100009518	.	.		.		
1157	TAG48:3-FA14:0	Triacylglycerol	TAG Ester	DMS-MS	100009699	.	.		.		
1158	TAG48:3-FA14:1	Triacylglycerol	TAG Ester	DMS-MS	100010031	.	.		.		
1159	TAG48:3-FA16:0	Triacylglycerol	TAG Ester	DMS-MS	100010032	.	.		.		
1160	TAG48:3-FA16:1	Triacylglycerol	TAG Ester	DMS-MS	100010556	.	.		.		
