	BIOCHEMICAL	SUPER PATHWAY	SUB PATHWAY	PLATFORM	CHEMICAL ID	RI	MASS	CAS	PUBCHEM	KEGG	                                      Group HMDB
779	thiamin (Vitamin B1)	Cofactors and Vitamins	Thiamine Metabolism	LC/MS Pos Early	873	3050	265.1118	59-43-8	1130	C00378	HMDB00235
780	thioproline	Xenobiotics	Chemical	LC/MS Pos Early	100009232	1250	134.027	34592-47-4	93176		
781	threonate	Cofactors and Vitamins	Ascorbate and Aldarate Metabolism	LC/MS Polar	100001022	2384	135.0299	70753-61-6	151152	C01620	HMDB00943
782	threonine	Amino Acid	Glycine, Serine and Threonine Metabolism	LC/MS Pos Early	564	1514	120.0655	72-19-5	6288	C00188	HMDB00167
783	threonylphenylalanine	Peptide	Dipeptide	LC/MS Neg	100001125	2322	265.1194	16875-27-7	4099799		HMDB29068
784	thymidine	Nucleotide	Pyrimidine Metabolism, Thymine containing	LC/MS Neg	872	1963.7	241.083	50-89-5	5789	C00214	HMDB00273
785	thymine	Nucleotide	Pyrimidine Metabolism, Thymine containing	LC/MS Neg	882	1654	125.0357	65-71-4	1135	C00178	HMDB00262
786	thymidine 5'-monophosphate	Nucleotide	Pyrimidine Metabolism, Thymine containing	LC/MS Neg	1248	883	321.0493	33430-62-5	9700	C00364	HMDB01227
787	trans-nonadecenoate (tr 19:1)*	Lipid	Long Chain Fatty Acid	LC/MS Neg	100015805	5824	295.2643		.		
788	trans-urocanate	Amino Acid	Histidine Metabolism	LC/MS Pos Early	537	2285	139.0502	104-98-3	736715	C00785	HMDB00301
789	trazadone	Xenobiotics	Drug - Psychoactive	LC/MS Pos Early	100015783	3498	372.1586	19794-93-5	5533	C07156,D08626	HMDB14794
790	tribuloside	Xenobiotics	Food Component/Plant	LC/MS Neg	100002261	3933	593.1301	20316-62-5	5320686	C17140	
791	tricarballylate	Energy	TCA Cycle	LC/MS Neg	2053	578	175.0248	99-14-9	14925	C19806	HMDB31193
792	tridecanedioate (C13-DC)	Lipid	Fatty Acid, Dicarboxylate	LC/MS Neg	100004262	3530	243.1602	505-52-2	10458		HMDB02327
793	triethanolamine	Xenobiotics	Chemical	LC/MS Pos Early	100000989	1963	150.1125	102-71-6	7618	C06771	HMDB32538
794	trigonelline (N'-methylnicotinate)	Cofactors and Vitamins	Nicotinate and Nicotinamide Metabolism	LC/MS Pos Early	100001092	1388	138.055	535-83-1	5570	C01004	HMDB00875
795	trimethylamine N-oxide	Lipid	Phospholipid Metabolism	LC/MS Pos Early	100003397	2100	76.0757	1184-78-7	1145	C01104	HMDB00925
796	trizma acetate	Xenobiotics	Chemical	LC/MS Pos Early	100000856	1884	122.0812	6850-28-8	6503	C07182	
797	tryptamine	Amino Acid	Tryptophan Metabolism	LC/MS Pos Early	1095	3062	161.1073	61-54-1	1150	C00398	HMDB00303
798	tryptophan	Amino Acid	Tryptophan Metabolism	LC/MS Pos Early	565	2986	205.0972	73-22-3	6305	C00078	HMDB00929
799	tryptophan betaine	Amino Acid	Tryptophan Metabolism	LC/MS Neg	100001743	2497	186.056	20671-76-5	442106	C09213	HMDB61115
800	tryptophylglycine	Peptide	Dipeptide	LC/MS Neg	100003609	2481	260.1041	7360-09-0	263471		HMDB29083
801	tyramine	Amino Acid	Tyrosine Metabolism	LC/MS Pos Early	1133	2540	138.0913	60-19-5	5610	C00483	HMDB00306
802	tyramine O-sulfate	Amino Acid	Tyrosine Metabolism	LC/MS Neg	100006092	1565	216.0336	30223-92-8	153005		HMDB06409
803	tyrosine	Amino Acid	Tyrosine Metabolism	LC/MS Pos Early	815	2430	182.0812	60-18-4	6057	C00082	HMDB00158
804	tyrosol	Xenobiotics	Food Component/Plant	LC/MS Neg	100003493	2716	137.0608	501-94-0	10393	C06044	HMDB04284
805	tyrosylglycine	Peptide	Dipeptide	LC/MS Neg	100003598	1635	237.0881	673-05-5	259323		HMDB29105
806	undecanedioate (C11-DC)	Lipid	Fatty Acid, Dicarboxylate	LC/MS Neg	100001617	2440	215.1289	1852-04-6	15816		HMDB00888
807	undecanoate (11:0)	Lipid	Medium Chain Fatty Acid	LC/MS Neg	889	5219.2	185.1547	334-48-5	8180	C17715	HMDB00947
808	uracil	Nucleotide	Pyrimidine Metabolism, Uracil containing	LC/MS Neg	825	1086	111.02	66-22-8	1174	C00106	HMDB00300
809	urate	Nucleotide	Purine Metabolism, (Hypo)Xanthine/Inosine containing	LC/MS Neg	1134	757.1	167.0211	69-93-2;120K5305	1175	C00366	HMDB00289
810	urea	Amino Acid	Urea cycle; Arginine and Proline Metabolism	LC/MS Pos Early	533	700	121.072	57-13-6	1176	C00086	HMDB00294
811	uridine	Nucleotide	Pyrimidine Metabolism, Uracil containing	LC/MS Neg	535	1457.6	243.0623	58-96-8	6029	C00299	HMDB00296
812	uridine-2',3'-cyclic monophosphate	Nucleotide	Pyrimidine Metabolism, Uracil containing	LC/MS Neg	75	1090	305.018	40632-52-8	439715	C02355	HMDB11640
813	Urolithin A	Xenobiotics	Food Component/Plant	LC/MS Neg	100015801	4107	227.035	1143-70-0	5488186		HMDB13695
814	ursocholate	Lipid	Secondary Bile Acid Metabolism	LC/MS Neg	100002913	4648	407.2803	2955-27-3	.		
815	ursodeoxycholate	Lipid	Secondary Bile Acid Metabolism	LC/MS Neg	1135	5055	391.2854	128-13-2	31401	C07880	HMDB00946
816	ursodeoxycholate sulfate (1)	Lipid	Secondary Bile Acid Metabolism	LC/MS Neg	100009261	4328	235.1175		.		
817	valerate (5:0)	Lipid	Short Chain Fatty Acid	LC/MS Neg	1136	1718	101.0608	109-52-4	7991	C00803	HMDB00892
818	valerylphenylalanine	Amino Acid	Phenylalanine Metabolism	LC/MS Neg	100004533	4176	248.1292		13890536		
819	valine	Amino Acid	Leucine, Isoleucine and Valine Metabolism	LC/MS Pos Early	566	2479	118.0863	72-18-4	6287	C00183	HMDB00883
820	valylglutamine	Peptide	Dipeptide	LC/MS Pos Early	100003640	2295	246.1448	42854-54-6	5253209		HMDB29125
821	valylglycine	Peptide	Dipeptide	LC/MS Neg	100003641	1506	173.0932	686-43-1	136487		HMDB29127
822	valylleucine	Peptide	Dipeptide	LC/MS Pos Early	100003210	3138	231.1703	22906-55-4	352039		HMDB29131
823	vanillactate	Amino Acid	Tyrosine Metabolism	LC/MS Neg	100006129	1625	211.0612	2475-56-1	160637		HMDB00913
824	vanillate	Xenobiotics	Food Component/Plant	LC/MS Neg	100001634	1100	167.035	121-34-6	8468	C06672	HMDB00484
825	vanillic alcohol sulfate	Amino Acid	Tyrosine Metabolism	LC/MS Neg	100006125	1808	233.0125	754920-02-0	.		
826	xanthine	Nucleotide	Purine Metabolism, (Hypo)Xanthine/Inosine containing	LC/MS Pos Early	1004	1032	153.0407	69-89-6	1188	C00385	HMDB00292
827	xanthosine	Nucleotide	Purine Metabolism, (Hypo)Xanthine/Inosine containing	LC/MS Neg	100000299	1075	283.0684	146-80-5	64959	C01762	HMDB00299
828	xanthurenate	Amino Acid	Tryptophan Metabolism	LC/MS Neg	100000015	1476	204.0302	59-007	5699	C02470	HMDB00881
829	xylose	Carbohydrate	Pentose Metabolism	LC/MS Polar	826	1727	195.051	609-06-3	135191	C00181	HMDB00098
830	yamogenin	Xenobiotics	Food Component/Plant	LC/MS Pos Late	100004350	1810	415.3207	512-06-1	.		
